name,first_name,last_name,height_raw,height_in,weight_lb,year_start,year_end,career_span_years,position,birth_date,college,draft_year,draft_round,draft_pick,source,source_url,coverage_note
Jamario Moon,Jamario,Moon,6-8,80,205,2008,2012,5,F,"June 13, 1980",Meridian Community College,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jim Mooney,Jim,Mooney,6-5,77,215,1953,1953,1,F,"July 8, 1930",Villanova University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Andre Moore,Andre,Moore,6-9,81,215,1988,1988,1,F,"July 2, 1964",Loyola University of Chicago,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
E'Twaun Moore,E'Twaun,Moore,6-4,76,191,2012,2018,7,G,"February 28, 1989",Purdue University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gene Moore,Gene,Moore,6-9,81,225,1969,1975,7,C-F,"July 29, 1945",Saint Louis University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jackie Moore,Jackie,Moore,6-5,77,180,1955,1957,3,F,"September 24, 1932",La Salle University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Johnny Moore,Johnny,Moore,6-1,73,175,1981,1990,10,G,"March 3, 1958",University of Texas at Austin,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Larry Moore,Larry,Moore,6-7,79,215,1968,1968,1,F,,,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Lowes Moore,Lowes,Moore,6-1,73,170,1981,1983,3,G,"May 5, 1957",West Virginia University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mikki Moore,Mikki,Moore,6-11,83,225,1999,2012,14,C,"November 4, 1975",University of Nebraska,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Otto Moore,Otto,Moore,6-11,83,205,1969,1977,9,C-F,"August 27, 1946",University of Texas-Pan American,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Richard Moore,Richard,Moore,6-2,74,190,1968,1968,1,G,,Hiram Scott College,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ron Moore,Ron,Moore,7-0,84,260,1988,1988,1,C,"January 16, 1962",West Virginia State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Tracy Moore,Tracy,Moore,6-4,76,200,1992,1997,6,G-F,"December 28, 1965",University of Tulsa,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Eric Moreland,Eric,Moreland,6-10,82,238,2015,2018,4,F-C,"December 24, 1991",Oregon State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jackie Moreland,Jackie,Moreland,6-7,79,215,1961,1970,10,F-G,"March 11, 1938",Louisiana Tech University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Guy Morgan,Guy,Morgan,6-8,80,205,1983,1983,1,G,"August 23, 1960",Wake Forest University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Rex Morgan,Rex,Morgan,6-5,77,190,1971,1972,2,G,"October 27, 1948",Jacksonville University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Elmore Morgenthaler,Elmore,Morgenthaler,6-9,81,230,1947,1949,3,C,"August 3, 1922",New Mexico Institute of Mining and Technology,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Darren Morningstar,Darren,Morningstar,6-10,82,235,1994,1994,1,C,"April 22, 1969",University of Pittsburgh,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Chris Morris,Chris,Morris,6-8,80,210,1989,1999,11,F,"January 20, 1966",Auburn University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Darius Morris,Darius,Morris,6-4,76,190,2012,2015,4,G,"January 3, 1991",University of Michigan,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Isaiah Morris,Isaiah,Morris,6-8,80,229,1993,1993,1,F,"April 2, 1969",University of Arkansas,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Marcus Morris,Marcus,Morris,6-9,81,235,2012,2018,7,F,"September 2, 1989",University of Kansas,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Markieff Morris,Markieff,Morris,6-10,82,245,2012,2018,7,F,"September 2, 1989",University of Kansas,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Max Morris,Max,Morris,6-2,74,195,1950,1950,1,F-C,"March 14, 1925",Northwestern University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Monte Morris,Monte,Morris,6-3,75,175,2018,2018,1,G,"June 27, 1995",Iowa State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Randolph Morris,Randolph,Morris,6-10,82,266,2007,2010,4,C,"January 2, 1986",University of Kentucky,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Terence Morris,Terence,Morris,6-9,81,221,2002,2006,5,F,"January 11, 1979",University of Maryland,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Adam Morrison,Adam,Morrison,6-8,80,205,2007,2010,4,F,"July 19, 1984",Gonzaga University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
John Morrison,John,Morrison,6-2,74,190,1968,1968,1,G,"May 2, 1945",Canisius College,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Morrison,Mike,Morrison,6-4,76,195,1990,1990,1,G,"August 16, 1967",Loyola College in Maryland,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Red Morrison,Red,Morrison,6-8,80,220,1955,1958,4,F-C,"April 26, 1932",University of Idaho,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Anthony Morrow,Anthony,Morrow,6-5,77,210,2009,2017,9,G,"September 27, 1985",Georgia Institute of Technology,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dwayne Morton,Dwayne,Morton,6-7,79,195,1995,1995,1,F,"August 8, 1971",University of Louisville,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
John Morton,John,Morton,6-3,75,180,1990,1992,3,G,"May 18, 1967",Seton Hall University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Richard Morton,Richard,Morton,6-3,75,190,1989,1989,1,G,"February 2, 1966","California State University, Fullerton",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Glenn Mosley,Glenn,Mosley,6-8,80,195,1978,1979,2,F,"December 26, 1955",Seton Hall University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
